13,2.14508700371,21.0
13,2.00112557411,22.0
13,1.61852562428,23.0
13,1.70228481293,24.0
13,2.76061725616,23.0
13,2.83281993866,22.0
13,1.96256911755,21.0
13,2.83470916748,21.0
13,4.20498752594,23.0
13,2.3892095089,23.0
13,2.92631006241,23.0
13,1.56394267082,21.0
13,1.70360946655,22.0
13,2.46753430367,23.0
13,2.23907470703,22.0
13,1.66661286354,22.0
13,2.33758115768,23.0
13,1.92555773258,25.0
13,1.26551103592,23.0
13,2.12555670738,22.0
13,2.27625870705,21.0
13,2.88848948479,23.0
13,1.76139879227,23.0
13,1.83308172226,25.0
13,1.5680154562,23.0
13,1.51879167557,24.0
13,2.53368663788,23.0
13,2.3002679348,20.0
13,1.99815392494,22.0
13,2.00806689262,22.0
13,2.23584890366,22.0
13,2.19205093384,24.0
13,2.8582303524,23.0
13,2.0001809597,23.0
13,4.65785360336,24.0
13,4.84120607376,22.0
13,2.45562195778,23.0
13,2.28979349136,23.0
13,2.04715228081,22.0
13,1.84868323803,23.0
13,1.72295987606,23.0
13,1.94989657402,22.0
13,1.7368080616,21.0
13,2.21207594872,24.0
13,2.57728147507,22.0
13,2.89549899101,22.0
13,2.15374660492,23.0
13,2.95472025871,23.0
13,2.0741956234,24.0
13,1.45482611656,24.0
13,1.50814414024,22.0
13,2.46992969513,23.0
13,1.42477989197,24.0
13,2.58981823921,22.0
13,2.06776809692,22.0
13,2.38824176788,24.0
13,2.76937413216,22.0
13,2.59162783623,22.0
13,2.11797523499,22.0
13,1.79891395569,23.0
13,2.14563751221,23.0
13,1.34549891949,20.0
13,1.65720152855,24.0
13,1.88560914993,22.0
13,1.85644471645,23.0
13,4.39180231094,24.0
13,2.7766149044,23.0
13,3.3679254055,21.0
13,1.82800352573,22.0
13,2.60197734833,23.0
13,3.15288877487,24.0
13,1.68593883514,24.0
13,2.28687286377,22.0
13,2.01736664772,22.0
13,2.49182748795,20.0
13,3.98433923721,23.0
13,2.63468527794,19.0
13,2.35603570938,22.0
13,3.71075701714,21.0
13,2.03120493889,23.0
13,2.42406630516,25.0
13,2.04638743401,25.0
13,2.10416030884,22.0
13,1.79251754284,23.0
13,3.60624361038,20.0
13,2.07853794098,24.0
13,2.14841604233,22.0
13,1.74707090855,22.0
13,1.95035552979,22.0
13,1.50778639317,24.0
13,2.01734614372,24.0
13,1.9087703228,24.0
13,1.50955569744,23.0
13,1.60224938393,22.0
13,1.95068061352,22.0
13,2.02348136902,21.0
13,1.87098371983,24.0
13,1.43328225613,24.0
